0.001554949	0.004863135	0.020044615	0.947420166	0.014703822	0.005458263	0.003010331	0
0.001281848	0.004632669	0.013837107	0.956880919	0.013179678	0.005298857	0.001947422	0
0.001180284	0.004942164	0.00891365	0.961613224	0.012621979	0.006170968	0.001617481	0
0.001251296	0.005788638	0.005323091	0.961570131	0.013036338	0.008065953	0.00202374	0
0.001494204	0.007163668	0.003101111	0.956751962	0.014418712	0.01096504	0.003162116	0
0.001906566	0.009053585	0.002269824	0.94720655	0.016755357	0.014839422	0.005021271	0
0.002484291	0.011439583	0.002837513	0.933028748	0.02002304	0.01965059	0.00758275	0
0.003221631	0.01429796	0.004798557	0.914359471	0.024189279	0.025350661	0.010821129	0
0.004111268	0.01760029	0.008133482	0.891384252	0.029212663	0.031882986	0.014704224	0
0.005144361	0.021313746	0.012809159	0.864331424	0.035043265	0.03918263	0.019193449	0
0.00631065	0.025401416	0.018779126	0.833469841	0.041623128	0.047177075	0.024244178	0
0.007598545	0.029822655	0.025984067	0.799106235	0.048886868	0.055786792	0.029806254	0
0.008995246	0.034533536	0.034352367	0.761582122	0.056762298	0.064926229	0.03582439	0
0.010486862	0.039487259	0.04380085	0.72127043	0.065171148	0.074504562	0.042238764	0
0.012058613	0.044634522	0.054235614	0.678571787	0.074029835	0.084426702	0.048985454	0
0.013694747	0.04992433	0.065552954	0.633910557	0.08325032	0.094593869	0.055997701	0
0.015379119	0.055304008	0.077640399	0.587730604	0.092740966	0.104905095	0.063205803	0
0.017094988	0.06072009	0.090377825	0.540490883	0.102407443	0.115257913	0.07053811	0
0.018825303	0.066118732	0.103638652	0.492660878	0.112153675	0.125549438	0.07792174	0
0.020552899	0.071446212	0.11729113	0.444715931	0.121882777	0.135677409	0.085283287	0
0.022260565	0.076649653	0.13119954	0.397132552	0.131498072	0.14554114	0.092549594	0
0.023931345	0.081677298	0.145225694	0.350383635	0.140903987	0.155042576	0.099648463	0
0.025548618	0.086479213	0.159230169	0.304933797	0.150007047	0.16408731	0.106509318	0
0.027096347	0.091007585	0.173073851	0.261234723	0.158716776	0.17258536	0.113064028	0
0.028559128	0.09521746	0.186619117	0.219720723	0.16694662	0.180452314	0.119247415	0
0.029922414	0.099067021	0.199731328	0.180804386	0.174614791	0.187610009	0.124998007	0
0.031172732	0.102517851	0.212280267	0.144872463	0.181645103	0.193987123	0.130258757	0
0.032297638	0.105535701	0.224141174	0.11228207	0.187967695	0.199520317	0.134977356	0
0.033285918	0.10809065	0.235196122	0.083357113	0.193519732	0.204154665	0.139106872	0
0.034127793	0.110157221	0.245335283	0.058385057	0.198246067	0.20784399	0.142606328	0
0.034814843	0.111714991	0.254457816	0.037614094	0.202099705	0.210551776	0.145440862	0
0.035340233	0.112748488	0.262473045	0.021250654	0.205042347	0.212251134	0.147582285	0
0.035698741	0.113247442	0.269301307	0.009457366	0.20704475	0.21292518	0.149009308	0
0.035886801	0.113206924	0.274874703	0.002351435	0.208086962	0.2125674	0.149707608	0
0.035902542	0.11262734	0.279137838	3.49E-06	0.208158636	0.211181317	0.149670269	0
0.035745811	0.111514426	0.282048365	0.002436865	0.207259106	0.208780559	0.148897785	0
0.035418158	0.109879258	0.283577348	0.009627383	0.2053973	0.205389029	0.147397798	0
0.034922815	0.10773813	0.283709564	0.021503583	0.202591685	0.201040561	0.145185104	0
0.034264699	0.105112331	0.282443692	0.03794744	0.198870136	0.195778397	0.142281669	0
0.033450365	0.102027929	0.279792329	0.058795529	0.194269658	0.189654763	0.138716413	0
0.032487801	0.098515774	0.275781693	0.083840688	0.188835838	0.182731051	0.134524253	0
0.031386566	0.09461077	0.270451642	0.112834023	0.182622711	0.175075987	0.129746881	0
0.030157686	0.090351569	0.263855264	0.145487363	0.175692142	0.166765175	0.124432224	0
0.028813424	0.08578042	0.256058171	0.181476169	0.168113054	0.15788101	0.118633321	0
0.027367145	0.080942749	0.247137863	0.220442764	0.159960765	0.148511794	0.112407819	0
0.025833228	0.075886631	0.237183001	0.261999877	0.15131629	0.13875065	0.105817599	0
0.024226921	0.070662314	0.226292522	0.305734493	0.142265538	0.128694601	0.098928162	0
0.022564198	0.065321713	0.21457468	0.35121195	0.132898445	0.118443591	0.091808005	0
0.02086158	0.05991791	0.202145936	0.397980271	0.12330809	0.10809953	0.084527878	0
0.019136002	0.054504595	0.189129826	0.445574645	0.11358979	0.097765198	0.077160165	0
0.017404615	0.04913556	0.175655721	0.493522053	0.103840126	0.087543299	0.069778091	0
0.015684623	0.04386416	0.161857545	0.541345964	0.094155986	0.077535428	0.062455005	0
0.013992917	0.038742884	0.147872452	0.588571074	0.084633612	0.06784089	0.055263532	0
0.012346611	0.033822412	0.133839427	0.634728038	0.075367632	0.05855633	0.0482751	0
0.010761951	0.029151756	0.119897935	0.679358126	0.066450131	0.049773918	0.041559237	0
0.009254687	0.024777336	0.106186533	0.722017784	0.057969733	0.041580942	0.035182691	0
0.007839803	0.020742641	0.092841465	0.762283049	0.05001073	0.034058812	0.029208856	0
0.006531368	0.017087762	0.079995355	0.799753746	0.042652234	0.027282282	0.023697106	0
0.005342382	0.013849014	0.067775896	0.834057461	0.035967362	0.021318747	0.018702172	0
0.004284653	0.011058598	0.056304533	0.864853266	0.030022542	0.016227502	0.014273675	0
0.00336869	0.008744286	0.045695222	0.891835105	0.024876876	0.012059146	0.010455629	0
0.002603586	0.006929149	0.036053344	0.914734814	0.020581538	0.008855197	0.007285888	0
0.001996986	0.005631196	0.027474656	0.933324764	0.017179281	0.006647597	0.004795847	0
0.001554949	0.004863135	0.020044615	0.947420166	0.014703822	0.005458263	0.003010331	0
