0.004070637	0.010507726	0.053892696	0.871126474	0.028820018	0.015229687	0.013379909	0
0.003187137	0.008301405	0.043487516	0.897231876	0.023857314	0.011270259	0.009701471	0
0.002456294	0.006598712	0.034071657	0.919201503	0.019755098	0.008283121	0.006678787	0
0.001885432	0.005416412	0.025738727	0.93681698	0.016554161	0.006298013	0.004341827	0
0.001480262	0.004766141	0.018571727	0.949903184	0.014286214	0.005334615	0.002714024	0
0.001244722	0.004654452	0.012641875	0.958330093	0.012973717	0.005402354	0.001811724	0
0.001181099	0.005082515	0.008007911	0.962014199	0.012629726	0.006500608	0.001643706	0
0.001290046	0.006046196	0.004715848	0.960918902	0.013257734	0.008618447	0.002211655	0
0.001570502	0.007535848	0.002798401	0.955054984	0.014851562	0.011734922	0.00350982	0
0.002019651	0.009536698	0.002274664	0.944480684	0.017395356	0.015819024	0.005525319	0
0.002633042	0.012028815	0.003149858	0.929301083	0.020863825	0.020830183	0.008238136	0
0.003404569	0.014987464	0.005415306	0.909667057	0.025222494	0.026718506	0.011621342	0
0.004326577	0.018383201	0.009048513	0.88577372	0.030428037	0.03342549	0.015641314	0
0.005389899	0.022182291	0.014013374	0.857858534	0.03642872	0.04088446	0.020258102	0
0.006583981	0.026346953	0.020260564	0.826198923	0.043164892	0.049021317	0.025425815	0
0.007896954	0.030835788	0.027728005	0.79110955	0.05056962	0.057755118	0.031093133	0
0.009315762	0.035604203	0.036341469	0.752939149	0.058569318	0.066999062	0.037203723	0
0.010826299	0.040604819	0.046015349	0.712067062	0.067084472	0.076661318	0.043696839	0
0.012413587	0.045787874	0.056653499	0.668899492	0.076030447	0.086645944	0.05050776	0
0.014061748	0.051102003	0.068150197	0.623865464	0.085318339	0.096853538	0.057569154	0
0.0157545	0.056494299	0.08039119	0.577412544	0.094855836	0.107182737	0.064810782	0
0.017475016	0.061911168	0.093254824	0.530002401	0.104548146	0.117530892	0.072160663	0
0.019206211	0.067298739	0.10661328	0.48210621	0.114298929	0.127795171	0.079545736	0
0.020930892	0.072603439	0.120333814	0.434199976	0.124011265	0.13787357	0.086892585	0
0.022631889	0.07777259	0.134280049	0.38675982	0.133588638	0.147665896	0.094128205	0
0.024292306	0.08275479	0.148313408	0.340257217	0.142935855	0.157074815	0.101180694	0
0.025895635	0.087500536	0.162294414	0.29515433	0.151960022	0.16600682	0.107979949	0
0.027425969	0.091962595	0.176084168	0.251899401	0.160571449	0.174373067	0.11445844	0
0.028868077	0.096096671	0.189545583	0.210922326	0.168684561	0.182090458	0.120551744	0
0.030207618	0.099861697	0.202544857	0.172630356	0.176218726	0.18908231	0.12619929	0
0.031431386	0.103220034	0.214952933	0.137404032	0.183099103	0.195278878	0.131345094	0
0.032527144	0.106138471	0.226646377	0.105593468	0.189257304	0.20061875	0.135937916	0
0.033484012	0.108587982	0.237508982	0.077514813	0.194632143	0.205048815	0.139932132	0
0.034292491	0.110544205	0.247432795	0.053447125	0.199170219	0.20852501	0.143288065	0
0.034944507	0.111987783	0.256319129	0.033629604	0.202826413	0.211012904	0.145972296	0
0.035433573	0.112904378	0.26407966	0.018259207	0.205564389	0.212487789	0.147958131	0
0.035754831	0.11328488	0.270637257	0.007488693	0.207356939	0.21293501	0.149225833	0
0.03590508	0.113125551	0.275926695	0.001425099	0.208186174	0.21235038	0.149762601	0
0.035882831	0.112427954	0.279895428	0.000128699	0.208043907	0.210739532	0.149563244	0
0.035688306	0.111199009	0.282504024	0.003612379	0.206931576	0.2081184	0.148629804	0
0.035323425	0.109450955	0.283726541	0.011841517	0.204860215	0.204513107	0.146971499	0
0.034791796	0.107201194	0.28355081	0.024734333	0.201850386	0.199959571	0.144604732	0
0.034098688	0.104472114	0.281978558	0.0421627	0.197931977	0.194503129	0.141552949	0
0.033251023	0.101290772	0.279025451	0.063953404	0.19314398	0.18819783	0.137846645	0
